lti_number,lti_start_time,lti_end_time,avg_rss_mb,ram_utilization_percent,cpu_utilization_percent,rss_mb,vms_mb,peak_rss_mb,cpu_time_s_delta,wall_time_s_delta
40,12.796768,13.10511,540.59375,6.5990447998046875,87.36186567149656,540.59375,3325.3828125,583.8359375,0.010000000000000231,0.01144664199091494
41,13.10511,13.30966,540.59375,6.5990447998046875,93.50105865991758,540.59375,3325.3828125,583.8359375,0.009999999999999787,0.010695066070184112
42,13.30966,13.97388,540.59375,6.5990447998046875,94.72497510032183,540.59375,3325.3828125,583.8359375,0.010000000000000231,0.01055687793996185
43,13.97388,14.273798,540.59375,6.5990447998046875,94.02128018773551,540.59375,3325.3828125,583.8359375,0.009999999999999787,0.010635890066623688
44,14.273798,15.182065,540.59375,6.5990447998046875,186.68183789429818,540.59375,3325.3828125,583.8359375,0.020000000000000018,0.010713414987549186
45,15.182065,15.386599,540.59375,6.5990447998046875,93.2381981549509,540.59375,3325.3828125,583.8359375,0.009999999999999787,0.010725217987783253
46,15.386599,16.099301,540.59375,6.5990447998046875,94.58609088940494,540.59375,3325.3828125,583.8359375,0.010000000000000231,0.010572378989309072
47,16.099301,16.251985,540.59375,6.5990447998046875,94.92008576244025,540.59375,3325.3828125,583.8359375,0.009999999999999787,0.010535178007557988
48,16.251985,16.412976,540.59375,6.5990447998046875,74.17112823935327,540.59375,3325.3828125,583.8359375,0.010000000000000231,0.013482335023581982
49,16.412976,16.541576,540.59375,6.5990447998046875,93.09454511231078,540.59375,3325.3828125,583.8359375,0.009999999999999787,0.010741767939180136
50,16.541576,17.13702,540.59375,6.5990447998046875,83.47818147490372,540.59375,3325.3828125,583.8359375,0.010000000000000231,0.011979178059846163
51,17.13702,17.341484,540.59375,6.5990447998046875,137.72284542952366,540.59375,3325.3828125,583.8359375,0.020000000000000018,0.014521918958052993
52,17.341484,18.180914,540.59375,6.5990447998046875,90.94871970385154,540.59375,3325.3828125,583.8359375,0.009999999999999787,0.010995207005180418
53,18.180914,18.385489,540.59375,6.5990447998046875,91.185823037884,540.59375,3325.3828125,583.8359375,0.010000000000000231,0.010966617031954229
54,18.385489,18.643506,540.59375,6.5990447998046875,91.56731022985966,540.59375,3325.3828125,583.8359375,0.009999999999999787,0.010920927976258099
55,18.643506,18.907551,540.59375,6.5990447998046875,131.21250144798844,540.59375,3325.3828125,583.8359375,0.020000000000000018,0.015242450055666268
56,18.907551,19.203116,540.59375,6.5990447998046875,70.66360783324149,540.59375,3325.3828125,583.8359375,0.010000000000000231,0.014151555951684713
57,19.203116,19.407637,540.59375,6.5990447998046875,90.51215393075431,540.59375,3325.3828125,583.8359375,0.009999999999999787,0.011048240005038679
58,19.407637,20.25551,540.59375,6.5990447998046875,89.47131923986004,540.59375,3325.3828125,583.8359375,0.010000000000000231,0.01117676601279527
59,20.25551,20.415236,540.59375,6.5990447998046875,82.59035746676712,540.59375,3325.3828125,583.8359375,0.009999999999999787,0.012107950984500349
60,20.415236,20.537895,540.59375,6.5990447998046875,119.02894301549205,540.59375,3325.3828125,583.8359375,0.020000000000000018,0.016802635975182056
61,20.537895,20.699977,540.59375,6.5990447998046875,86.86992359626058,540.59375,3325.3828125,583.8359375,0.010000000000000231,0.01151146402116865
62,20.699977,21.289084,540.59375,6.5990447998046875,139.37213304045937,540.59375,3325.3828125,583.8359375,0.020000000000000018,0.01435007096733898
63,21.289084,21.421579,540.59375,6.5990447998046875,74.49656302415868,540.59375,3325.3828125,583.8359375,0.009999999999999787,0.013423438067547977
64,21.421579,21.525171,540.59375,6.5990447998046875,112.12269485437896,540.59375,3325.3828125,583.8359375,0.020000000000000018,0.017837601946666837
65,21.525171,21.729518,540.59375,6.5990447998046875,85.60210288996511,540.59375,3325.3828125,583.8359375,0.009999999999999787,0.011681956006214023
66,21.729518,22.006867,540.59375,6.5990447998046875,85.29120004669305,540.59375,3325.3828125,583.8359375,0.010000000000000231,0.011724538984708488
67,22.006867,22.186663,540.59375,6.5990447998046875,83.56404668718775,540.59375,3325.3828125,583.8359375,0.009999999999999787,0.011966869002208114
68,22.186663,22.322229,540.59375,6.5990447998046875,140.99364926284065,540.59375,3325.3828125,583.8359375,0.020000000000000018,0.014185036066919565
69,22.322229,22.526735,540.59375,6.5990447998046875,72.12065691386624,540.59375,3325.3828125,583.8359375,0.010000000000000231,0.013865652959793806
70,22.526735,22.930737,540.59375,6.5990447998046875,83.4623869419742,540.59375,3325.3828125,583.8359375,0.009999999999999787,0.011981445015408099
71,22.930737,23.354988,540.59375,6.5990447998046875,157.99410684851284,540.59375,3325.3828125,583.8359375,0.020000000000000018,0.01265869999770075
72,23.354988,23.559547,540.59375,6.5990447998046875,84.48823856733333,540.59375,3325.3828125,583.8359375,0.010000000000000231,0.011835966957733035
73,23.559547,24.274774,540.59375,6.5990447998046875,71.96064823349059,540.59375,3325.3828125,583.8359375,0.009999999999999787,0.013896484044380486
74,24.274774,24.411563,540.595703125,6.599068641662598,117.6352122914752,540.59765625,3325.3828125,583.8359375,0.020000000000000018,0.017001711996272206
75,24.411563,24.574741,540.689453125,6.600213050842285,80.89045828663897,540.78125,3325.3828125,583.8359375,0.020000000000000018,0.024724795017391443
76,24.574741,26.347648,540.78125,6.6013336181640625,81.7558475601428,540.78125,3325.3828125,583.8359375,0.010000000000000231,0.012231540982611477
77,26.347648,26.552242,540.78125,6.6013336181640625,163.2926720458231,540.78125,3325.3828125,583.8359375,0.020000000000000018,0.012247947044670582
78,26.552242,27.378861,540.78125,6.6013336181640625,81.6325869276763,540.78125,3325.3828125,583.8359375,0.009999999999999787,0.012250009924173355
79,27.378861,27.583375,540.78125,6.6013336181640625,82.10357922335231,540.78125,3325.3828125,583.8359375,0.010000000000000231,0.012179736979305744
80,27.583375,27.925215,540.78125,6.6013336181640625,81.46886380475861,540.78125,3325.3828125,583.8359375,0.009999999999999787,0.012274628039449453
81,27.925215,28.785855,540.78125,6.6013336181640625,147.77794795596094,540.78125,3325.3828125,583.8359375,0.020000000000000018,0.013533819001168013
82,28.785855,28.990347,540.78125,6.6013336181640625,103.98280110566651,540.78125,3325.3828125,583.8359375,0.029999999999999805,0.028850925038568676
83,28.990347,29.361205,540.78125,6.6013336181640625,80.0357022699537,540.78125,3325.3828125,583.8359375,0.010000000000000231,0.012494424008764327
84,29.361205,29.565826,540.78125,6.6013336181640625,98.3830214076271,540.78125,3325.3828125,583.8359375,0.020000000000000018,0.020328710903413594
85,29.565826,30.399671,540.78125,6.6013336181640625,81.81063292416006,540.78125,3325.3828125,583.8359375,0.009999999999999787,0.012223350000567734
86,30.399671,30.604152,540.78125,6.6013336181640625,82.0306523856758,540.78125,3325.3828125,583.8359375,0.010000000000000231,0.012190565001219511
87,30.604152,30.980352,540.78125,6.6013336181640625,164.42480181157327,540.78125,3325.3828125,583.8359375,0.020000000000000018,0.01216361508704722
88,30.980352,31.248144,540.78125,6.6013336181640625,82.67809569624333,540.78125,3325.3828125,583.8359375,0.009999999999999787,0.012095101992599666
89,31.248144,31.439119,540.78125,6.6013336181640625,77.15239178322565,540.78125,3325.3828125,583.8359375,0.010000000000000231,0.012961360975168645
90,31.439119,31.643636,540.78125,6.6013336181640625,82.54241840095935,540.78125,3325.3828125,583.8359375,0.009999999999999787,0.012114983052015305
91,31.643636,31.918845,540.78125,6.6013336181640625,149.62278601334023,540.78125,3325.3828125,583.8359375,0.020000000000000018,0.013366947998292744
92,31.918845,32.466828,540.78125,6.6013336181640625,97.88074486150387,540.78125,3325.3828125,583.8359375,0.020000000000000018,0.020433027995750308
93,32.466828,32.671317,540.78125,6.6013336181640625,81.12309473193487,540.78125,3325.3828125,583.8359375,0.009999999999999787,0.01232694589998573
94,32.671317,32.875123,540.78125,6.6013336181640625,81.64851597464617,540.78125,3325.3828125,583.8359375,0.010000000000000231,0.01224762003403157
95,32.875123,33.037901,540.78125,6.6013336181640625,110.78870982482543,540.78125,3325.3828125,583.8359375,0.020000000000000018,0.018052380997687578
96,33.037901,33.234825,540.78125,6.6013336181640625,105.53423185149894,540.78125,3325.3828125,583.8359375,0.04999999999999982,0.04737799207214266
97,33.234825,33.375311,540.78125,6.6013336181640625,94.46772023867773,540.78125,3325.3828125,583.8359375,0.020000000000000018,0.021171252941712737
98,33.375311,34.542917,540.78125,6.6013336181640625,81.93187515868054,540.78125,3325.3828125,583.8359375,0.010000000000000231,0.012205261969938874
99,34.542917,34.747488,540.78125,6.6013336181640625,77.91153441613429,540.78125,3325.3828125,583.8359375,0.009999999999999787,0.01283507002517581
